Year_and_Month,Num_Sold,Average_Transaction,Product,Categoryid
"2024 08",5,27.520000,"Air-Dry Clay (10 lbs, White)",115
"2024 08",5,57.120000,"Faber-Castell Pitt Artist Pens (Set of 12, Black)",115
"2024 08",5,43.300000,"Golden Heavy Body Acrylic Paints (Set of 6)",115
"2024 08",5,254.900000,"MATLAB Student Edition",120
"2024 08",5,752.820000,"ASUS Vivobook 13 Slate OLED",120
"2024 08",5,24.000000,"Plastic Palette Knives (Set of 5)",115
"2024 08",5,33.100000,"LTCA Year Up Classic Cotton T-Shirt (Black)",130
"2024 08",5,49.360000,"AP Biology Prep",125
"2024 08",5,193.250000,"Fundamentals of Thermodynamics",100
"2024 08",5,26.520000,"LTCA Year Up Folding Stadium Seat",130
"2024 08",5,28.920000,Blink,125
"2024 08",5,1763.700000,"MSI Creator Z16",120
"2024 08",5,40.360000,"Atlas of World Geography",125
"2024 08",5,12.000000,"Tombow Fudenosuke Brush Pens (Hard and Soft Tip)",115
"2024 08",5,6.850000,"Paper Mate Flair Felt Tip Pens (Assorted Colors)",110
"2024 08",5,2.400000,"Crayola Colored Pencils (Pack of 24)",110
"2024 08",5,241.400000,"Criminology: A Contemporary Introduction",100
"2024 08",5,159.580000,"Organizational Behavior",100
"2024 08",5,204.580000,"Applied Linguistics",100
"2024 08",5,20.360000,"The Catcher in the Rye",125
"2024 08",5,131.070000,"Turtle Beach Stealth 700 Gen 2",120
"2024 08",5,144.000000,"Corporate Finance",100
"2024 08",5,61.140000,"LTCA Year Up Embroidered Baseball Cap (Gray)",130
"2024 08",5,1250.960000,"HP Spectre x360",120
"2024 08",5,114.710000,"Anker Soundcore Life Q30",120
"2024 08",5,8.450000,"Pilot Precise V5 RT Rollerball Pens (Black)",110
"2024 08",5,57.700000,"Sharpie Fine Point Markers (Set of 24)",115
"2024 08",5,28.360000,"Guns, Germs, and Steel",125
"2024 08",4,61.140000,"Strathmore Sketch Pad (9x12 inches)",115
"2024 08",4,57.700000,"LTCA Year Up Lightweight Windbreaker (Blue)",130
"2024 08",4,47.610000,"LTCA Year Up Power Bank (10,000mAh)",130
"2024 08",4,221.480000,"Fundamentals of Nursing",100
"2024 08",4,24.330000,"LTCA Year Up Throw Pillow (Black and White Logo)",130
"2024 08",4,1061.140000,"Acer Aspire 5",120
"2024 08",4,120.820000,"Razer Kraken X",120
"2024 08",4,17.700000,"Pride and Prejudice",125
"2024 08",4,237.280000,"Adobe Creative Cloud Suite",120
"2024 08",4,241.400000,"International Relations Today",100
"2024 08",4,20.360000,"Moleskine Classic Hardcover Notebook (Ruled, Black)",110
"2024 08",4,20.360000,"On Writing",125
"2024 08",4,27.520000,"Wuthering Heights",125
"2024 08",4,24.280000,"Can’t Hurt Me",125
"2024 08",4,272.240000,"Zotero Citation Manager",120
"2024 08",4,113.820000,"Jabra Elite 85h",120
"2024 08",4,58.920000,"Kaplan GRE Prep 2024",125
"2024 08",4,132.300000,"Signal Processing",100
"2024 08",4,63.700000,"LTCA Year Up Trucker Hat (Black Mesh)",130
"2024 08",4,17.700000,"Girl, Wash Your Face",125
"2024 08",4,272.240000,"Tableau Desktop",120
"2024 08",4,27.520000,"LTCA Year Up Foam Finger (Black)",130
"2024 08",4,27.610000,"Crayola Glitter Glue (Set of 9)",115
"2024 08",4,24.200000,"CrashCourse in U.S. History",125
"2024 08",4,28.920000,"Black Drawing Paper Pad (8.5x11 inches)",115
"2024 08",4,20.320000,"The Chicago Manual of Style",125
"2024 08",4,20.360000,"Ruler (12-inch, Stainless Steel)",110
"2024 08",4,189.000000,"Web Development: HTML, CSS, and JavaScript",100
"2024 08",4,26.520000,"Wooden Oval Paint Palette",115
"2024 08",4,10.160000,"Desk Drawer Organizer Bins (Set of 6)",110
"2024 08",4,201.800000,"World History: Ancient to Modern",100
"2024 08",4,52.960000,"LTCA Year Up Water Bottle (Plastic BPA-Free)",130
"2024 08",4,12.150000,"LTCA Year Up Mouse Pad (Black)",130
"2024 08",4,17.700000,"Pendaflex Hanging File Folders (Assorted Colors, Pack of 25)",110
"2024 08",4,9.450000,"Scotch Magic Tape (3-Pack with Dispenser)",110
"2024 08",4,188.200000,"Fluid Mechanics",100
"2024 08",4,57.700000,"LTCA Year Up Full-Zip Hoodie (Charcoal Gray)",130
"2024 08",4,15.240000,"A Thousand Splendid Suns",125
"2024 08",4,33.100000,"LTCA Year Up Canvas Tote Bag",130
"2024 08",4,216.900000,"Political Science: Theory and Practice",100
"2024 08",4,28.360000,"The Alchemist",125
"2024 08",4,12.700000,"The Kite Runner",125
"2024 08",4,77.360000,"Sony ECM-W2BT Wireless Microphone",120
"2024 08",4,12.300000,"Elmers Glue-All (16 oz)",115
"2024 08",4,14.600000,"Art Supply Caddy (Rolling Cart)",115
"2024 08",4,8.000000,"Winsor & Newton Masking Fluid (75ml)",115
"2024 08",4,23.440000,"CliffsNotes Algebra I",125
"2024 08",4,76.520000,"CPA Exam Review",125
"2024 08",4,2.400000,"Paper Clips (Silver, Pack of 100)",110
"2024 08",4,6.020000,"Sharpie Fine Point Permanent Markers (Black)",110
"2024 08",4,20.320000,"The Night Circus",125
"2024 08",4,18.000000,"Plaster of Paris (5 lbs)",115
"2024 08",4,715.000000,"Samsung Galaxy Tab S9 Ultra",120
"2024 08",4,7.850000,"Ticonderoga No",110
"2024 08",4,19.360000,"Da Vinci Maestro Series 10 Brushes (Round, Set of 3)",115
"2024 08",4,12.000000,"LTCA Year Up Pennant Flag (Black and Gold)",130
"2024 08",4,7.850000,"Washi Tape (Assorted Patterns, Set of 10 Rolls)",110
"2024 08",4,1250.960000,"HP Envy 15",120
"2024 08",4,152.400000,"International Business",100
"2024 08",4,9.450000,"Scotch Double-Sided Tape (Pack of 2)",110
"2024 08",4,76.520000,"GMAT Quantitative Practice Tests",125
"2024 08",4,6.020000,"Sharpie Fine Point Permanent Markers (Assorted Colors, Pack of 12)",110
"2024 08",4,12.400000,"Hammermill Copy Plus Paper (Letter Size, 500 Sheets)",110
"2024 08",4,16.600000,"Wire Armature for Sculpting (16 Gauge, 10 feet)",115
"2024 08",4,6.850000,"Bostitch Heavy-Duty Stapler (100 Sheet Capacity)",110
"2024 08",4,27.520000,"Jane Eyre",125
"2024 08",4,20.360000,"Malibu Rising",125
"2024 08",4,74.280000,"SAT Math Level 2 Study Guide",125
"2024 08",3,52.400000,"Prismacolor Premier Colored Pencils (Set of 72)",115
"2024 08",3,19.480000,"Steel Ruler (12-inch)",115
"2024 08",3,25.450000,"The Intelligent Investor",125
"2024 08",3,7.850000,"Paper Cutter Trimmer (Letter Size)",110
"2024 08",3,19.360000,Wild,125
"2024 08",3,2.880000,"Five Star Wirebound Notebook (3 Subject, Wide Ruled)",110
"2024 08",3,13.130000,"X-Acto Precision Knife with Blade Refills",110
"2024 08",3,9.090000,"Staedtler White Vinyl Erasers (Pack of 4)",110
"2024 08",3,241.400000,"Gender Studies: Key Texts",100
"2024 08",3,33.130000,"Microsoft Surface 65W Power Supply",120
"2024 08",3,1717.700000,"Apple MacBook Air (M2, 13-inch)",120
"2024 08",3,20.360000,"The Bluebook: A Uniform System of Citation",125
"2024 08",3,12.120000,"Envelope Moistener with Adhesive",110
"2024 08",3,88.420000,"French Grammar and Composition",100
"2024 08",3,65.500000,"LTCA Year Up Pullover Hoodie (Gray)",130
"2024 08",3,30.620000,"Aukey Omnia 65W Fast Charger",120
"2024 08",3,24.280000,"LTCA Year Up Stadium Blanket",130
"2024 08",3,25.000000,"Kneaded Erasers (Set of 3)",115
"2024 08",3,39.750000,"LTCA Year Up Desk Clock",130
"2024 08",3,108.330000,"Samsung Galaxy Buds 2 Pro",120
"2024 08",3,2.880000,"Pentel Twist-Erase Mechanical Pencils (0",110
"2024 08",3,220.360000,"Gray’s Anatomy for Students",125
"2024 08",3,12.120000,"LTCA Year Up Coffee Mug (Ceramic, White)",130
"2024 08",3,393.210000,"HP Prime Graphing Calculator",120
"2024 08",3,28.920000,"LTCA Year Up Beanie Hat (Black)",130
"2024 08",3,12.700000,"Staples D-Ring Binder (3-inch, Red)",110
"2024 08",3,20.360000,"Moleskine Classic Hardcover Notebook (Grid, Red)",110
"2024 08",3,40.360000,"The Penguin Dictionary of Literary Terms",125
"2024 08",3,24.200000,"Brave New World",125
"2024 08",3,24.200000,"CliffsNotes Chemistry Quick Review",125
"2024 08",3,6.000000,"LTCA Year Up Magnet (Fridge)",130
"2024 08",3,24.200000,"The Subtle Art of Not Giving a Fck*",125
"2024 08",3,20.360000,"Deep Work",125
"2024 08",3,19.360000,"Catching Fire",125
"2024 08",3,57.120000,"LTCA Year Up Softshell Jacket (Black)",130
"2024 08",3,28.690000,"Apple 67W USB-C Power Adapter",120
"2024 08",3,187.440000,"Mathematical Modeling",100
"2024 08",3,57.120000,"LTCA Year Up Track Jacket (Navy Blue)",130
"2024 08",3,1257.120000,"Lenovo Yoga 7i",120
"2024 08",3,24.280000,"Crayola Washable Kids’ Paint Brushes (Set of 10)",115
"2024 08",3,52.960000,"Gamblin 1980 Oil Color Set (8 Tubes)",115
"2024 08",3,230.700000,"Child Development",100
"2024 08",3,108.330000,"JBL Live 660NC",120
"2024 08",3,58.920000,"LSAT Trainer",125
"2024 08",3,68.880000,"Logitech K780 Multi-Device Keyboard",120
"2024 08",2,24.280000,"The Road",125
"2024 08",2,26.520000,"A Storm of Swords",125
"2024 08",2,28.920000,"Canson Comic Book Art Boards (11x17 inches)",115
"2024 08",2,111.900000,"Materials Science and Engineering",100
"2024 08",2,24.280000,"LTCA Year Up Gym Towel",130
"2024 08",2,182.250000,"Introduction to Public Health",100
"2024 08",2,5.000000,"Fine Mist Spray Bottle for Watercolors",115
"2024 08",2,12.150000,"LTCA Year Up Mouse Pad (Blue)",130
"2024 08",2,17.700000,"Homo Deus: A Brief History of Tomorrow",125
"2024 08",2,9.090000,"Badge Lanyards (Assorted Colors, Set of 5)",110
"2024 08",2,57.700000,"LTCA Year Up Quarter-Zip Sweatshirt (Black)",130
"2024 08",2,17.700000,"The Immortal Life of Henrietta Lacks",125
"2024 08",2,59.580000,"Derwent Inktense Pencils (Set of 36)",115
"2024 08",2,24.280000,"Daring Greatly",125
"2024 08",2,75.420000,"WD My Passport HDD (4TB)",120
"2024 08",2,228.300000,"Research Methods in Social Sciences",100
"2024 08",2,39.720000,"Liquitex Basics Acrylic Paint Set (48 Tubes)",115
"2024 08",2,20.360000,"The Blue Zones",125
"2024 08",2,32.640000,"LTCA Year Up Knit Hat with Pom (Navy and White)",130
"2024 08",2,24.280000,"The Testaments",125
"2024 08",2,72.500000,"CalDigit TS4 Thunderbolt 4 Dock",120
"2024 08",2,26.520000,"Little Women",125
"2024 08",2,20.360000,"The Four Agreements",125
"2024 08",2,76.360000,"Logitech StreamCam",120
"2024 08",2,53.440000,"AP Calculus AB & BC Prep",125
"2024 08",2,24.280000,"The Handmaid’s Tale",125
"2024 08",2,25.450000,"Digital Minimalism",125
"2024 08",2,101.960000,"Apple AirPods Pro 2nd Gen",120
"2024 08",2,12.700000,"APA Manual of Style (7th Edition)",125
"2024 08",2,15.240000,"MLA Handbook (9th Edition)",125
"2024 08",2,25.450000,"Rich Dad Poor Dad",125
"2024 08",2,25.450000,"The Pocket Style Manual",125
"2024 08",2,24.200000,"Animal Farm",125
"2024 08",1,23.440000,"Into the Wild",125
"2024 08",1,1301.880000,"HP Pavilion 14",120
"2024 08",1,20.360000,"The Writer’s Guide to Grammar",125
"2024 08",1,25.450000,"The Seven Husbands of Evelyn Hugo",125
"2024 08",1,26.520000,"A Clash of Kings",125
"2024 08",1,24.280000,"East of Eden",125
"2024 08",1,24.200000,"Everything is Fcked*",125
"2024 08",1,13.130000,"The Glass Castle",125
"2024 08",1,26.520000,"Sculpey Polymer Clay Starter Kit (Set of 12 Colors)",115
"2024 08",1,42.120000,"MCAT Official Prep Guide",125
"2024 08",1,43.130000,"Cracking the GMAT",125
"2024 08",1,17.700000,"Sapiens: A Brief History of Humankind",125
"2024 08",1,225.450000,"Encyclopedia Britannica Concise Edition",125
"2024 08",1,17.700000,"Atomic Habits",125
"2024 08",1,20.360000,"Daisy Jones & The Six",125
"2024 08",1,25.450000,"Atlas of Human Anatomy",125
"2024 08",1,50.360000,"Princeton Review ACT Prep",125
"2024 08",1,65.500000,"Staedtler Mars Lumograph Graphite Pencils (Set of 12)",115
"2024 08",1,12.120000,"Born a Crime",125
"2024 08",1,29.300000,"Life of Pi",125
"2024 08",1,61.140000,"LTCA Year Up Embroidered Baseball Cap (Navy Blue)",130
"2024 08",1,76.400000,"IELTS Academic Study Guide",125
"2024 09",18,76.530000,"Blue Yeti Nano USB Microphone",120
"2024 09",17,25.000000,"LTCA Year Up Graduation Sash",130
"2024 09",15,272.240000,"Evernote Premium",120
"2024 09",14,9.450000,"Pilot G2 Retractable Gel Pens (Blue)",110
"2024 09",13,61.140000,"LTCA Year Up Embroidered Baseball Cap (Navy Blue)",130
"2024 09",13,715.000000,"Samsung Galaxy Tab S9 Ultra",120
"2024 09",13,2.400000,"Binder Clips (Assorted Sizes, Pack of 36)",110
"2024 09",13,141.990000,"Sony WF-1000XM4",120
"2024 09",13,69.900000,"Corsair K95 RGB Platinum Keyboard",120
"2024 09",13,7.850000,"Washi Tape (Assorted Patterns, Set of 10 Rolls)",110
"2024 09",12,1291.710000,"Chromebook Pixelbook Go",120
"2024 09",12,10.100000,"LTCA Year Up Coffee Mug (Ceramic, Black)",130
"2024 09",12,132.300000,"Signal Processing",100
"2024 09",12,28.920000,"Canson Comic Book Art Boards (11x17 inches)",115
"2024 09",12,178.800000,"Shakespeare’s Works",100
"2024 09",12,204.580000,"Applied Linguistics",100
"2024 09",12,6.850000,"Bostitch Heavy-Duty Stapler (100 Sheet Capacity)",110
"2024 09",11,24.200000,"Royal & Langnickel Zen Brush Set (Acrylic, Set of 8)",115
"2024 09",11,27.610000,"Crayola Glitter Glue (Set of 9)",115
"2024 09",11,24.280000,"Man’s Search for Meaning",125
"2024 09",11,20.360000,"The Life-Changing Magic of Tidying Up",125
"2024 09",11,25.450000,"Big Little Lies",125
"2024 09",11,652.900000,"Acer Enduro Urban T1",120
"2024 09",11,20.360000,"LTCA Year Up Trucker Hat (Blue Mesh)",130
"2024 09",11,111.600000,"Phonetics and Phonology",100
"2024 09",11,13.130000,"The Hunger Games",125
"2024 09",11,1257.120000,"Microsoft Surface Laptop 5",120
"2024 09",11,34.140000,"HyperJuice GaN 100W Charger",120
"2024 09",11,215.770000,"Numerical Methods",100
"2024 09",11,48.960000,"Arteza Acrylic Paint Set (60 Colors)",115
"2024 09",11,17.700000,"To Kill a Mockingbird",125
"2024 09",11,6.020000,"Dixon Oriole HB Pencils (Pack of 24)",110
"2024 09",10,61.140000,"Canson XL Mixed Media Pad (11x14 inches)",115
"2024 09",10,1294.300000,"Acer Chromebook Spin 713",120
"2024 09",10,39.750000,"Aleenes Tacky Glue (4 oz)",115
"2024 09",10,157.280000,"Geometry: A Comprehensive Guide",100
"2024 09",10,12.700000,"Staples D-Ring Binder (3-inch, Red)",110
"2024 09",10,326.280000,"Zoom Video Conferencing Pro License",120
"2024 09",10,19.480000,"LTCA Year Up Wall Calendar",130
"2024 09",10,19.360000,"Acrylic Paint Set (Set of 12 Tubes)",110
"2024 09",10,12.150000,"Fiskars 12-Inch Paper Trimmer",115
"2024 09",10,31.890000,"Google Pixel USB-C 30W Power Adapter",120
"2024 09",10,122.210000,"Pharmacology: A Comprehensive Guide",100
"2024 09",10,187.250000,"Data Structures and Algorithms",100
"2024 09",10,113.820000,"Jabra Elite 85h",120
"2024 09",10,57.700000,"LTCA Year Up Full-Zip Hoodie (Charcoal Gray)",130
"2024 09",10,88.420000,"French Grammar and Composition",100
"2024 09",10,111.900000,"Introduction to Mechanical Engineering",100
"2024 09",10,9.090000,"LTCA Year Up Coffee Tumbler (Stainless Steel)",130
"2024 09",10,69.110000,"Razer DeathAdder V2 Mouse",120
"2024 09",10,232.400000,"Sports Management",100
"2024 09",10,1317.700000,"Dell Inspiron 15",120
"2024 09",10,110.250000,"Introduction to Electrical Engineering",100
"2024 09",10,6.020000,"Rubber Bands (Assorted Sizes, Pack of 100)",110
"2024 09",10,19.360000,"Avery Heavy-Duty 3-Ring Binder (1-inch, White)",110
"2024 09",10,23.440000,Dune,125
"2024 09",9,20.360000,"Oxford Twin-Pocket Folders (Assorted Colors, Pack of 10)",110
"2024 09",9,7.850000,"Zebra Mildliner Highlighters (Pastel Colors, Pack of 15)",110
"2024 09",9,188.200000,"Fluid Mechanics",100
"2024 09",9,65.500000,"LTCA Year Up Pullover Hoodie (Navy Blue)",130
"2024 09",9,14.600000,"LTCA Year Up Candle (Vanilla Scented)",130
"2024 09",9,13.000000,"Kid-Safe Scissors (Set of 2)",115
"2024 09",9,157.280000,"Introduction to Topology",100
"2024 09",9,26.520000,"A Brief History of Time",125
"2024 09",9,16.600000,"LTCA Year Up Spiral Notebook (Blue)",130
"2024 09",9,24.000000,"LTCA Year Up Certificate Frame",130
"2024 09",9,32.640000,"Strathmore Toned Tan Sketch Paper Pad (9x12 inches)",115
"2024 09",9,76.400000,"IELTS Academic Study Guide",125
"2024 09",9,4.000000,"Stretched Canvas (16x20 inches, Pack of 2)",115
"2024 09",9,213.820000,"Mental Health Nursing",100
"2024 09",9,7.850000,"Pilot Precise V5 RT Rollerball Pens (Red)",110
"2024 09",9,76.360000,"Logitech StreamCam",120
"2024 09",9,57.120000,"LTCA Year Up Fleece Jacket (Gray)",130
"2024 09",9,9.450000,"Scotch Double-Sided Tape (Pack of 2)",110
"2024 09",9,195.300000,"Forensic Science",100
"2024 09",9,75.880000,"Seagate Backup Plus Hub (8TB)",120
"2024 09",9,159.580000,"Organizational Behavior",100
"2024 09",9,24.200000,"LTCA Year Up Passport Holder (Leather)",130
"2024 09",9,27.520000,"Air-Dry Clay (10 lbs, White)",115
"2024 09",9,28.880000,"Dell 130W USB-C Charger",120
"2024 09",9,116.200000,"Spanish for Beginners",100
"2024 09",9,20.360000,"Arches Watercolor Paper (Hot Pressed, 10x14 inches)",115
"2024 09",9,1161.140000,"Razer Blade 14",120
"2024 09",9,1294.300000,"Lenovo IdeaPad Flex 5",120
"2024 09",9,30.620000,"Aukey Omnia 65W Fast Charger",120
"2024 09",9,24.330000,"LTCA Year Up Throw Pillow (Black and White Logo)",130
"2024 09",9,29.810000,"Anker PowerPort III 65W Pod",120
"2024 09",9,7.850000,"Ticonderoga No",110
"2024 09",9,393.210000,"HP Prime Graphing Calculator",120
"2024 09",9,12.150000,"LTCA Year Up Mouse Pad (Black)",130
"2024 09",9,20.360000,"Cork Bulletin Board with Push Pins",110
"2024 09",9,51.960000,"Winsor & Newton Oil Paint Set (10 Tubes)",115
"2024 09",9,6.000000,"ArtBin Essentials Box (Plastic Storage Container)",115
"2024 09",9,9.950000,"Pentel EnerGel Deluxe Retractable Pens (Blue)",110
"2024 09",9,217.340000,"Community Health",100
"2024 09",9,20.360000,"Malibu Rising",125
"2024 09",9,6.000000,"Masking Tape (Artist Grade)",115
"2024 09",9,12.000000,"LTCA Year Up Phone Case (iPhone 14)",130
"2024 09",9,263.880000,"Introduction to Archaeology",100
"2024 09",9,798.800000,"Chuwi HiPad Max",120
"2024 09",9,24.000000,"Plastic Palette Knives (Set of 5)",115
"2024 09",8,57.700000,"Tombow Dual Brush Pens (Set of 20)",115
"2024 09",8,152.400000,"Marketing Fundamentals",100
"2024 09",8,192.260000,"Organic Chemistry I",100
"2024 09",8,9.950000,"Swingline Standard Stapler (Black)",110
"2024 09",8,14.320000,"HP Premium32 Printer Paper (32 lb, 500 Sheets)",110
"2024 09",8,24.280000,"Crayola Washable Kids’ Paint Brushes (Set of 10)",115
"2024 09",8,171.900000,"Art History: The Renaissance to Modernism",100
"2024 09",8,2.400000,"Crayola Crayons (Pack of 64)",110
"2024 09",8,101.960000,"Apple AirPods Pro 2nd Gen",120
"2024 09",8,12.700000,"Moleskine Weekly Planner (2024, Black)",110
"2024 09",8,145.970000,"Discrete Mathematics",100
"2024 09",8,66.000000,"LTCA Year Up Full-Zip Hoodie (Black)",130
"2024 09",8,113.430000,"Skullcandy Crusher Evo",120
"2024 09",8,166.000000,"Circuits and Systems",100
"2024 09",8,10.160000,"Artist Paintbrush Set (Pack of 10)",110
"2024 09",8,13.130000,"Rocketbook Fusion Smart Reusable Notebook",110
"2024 09",8,7.850000,"Bic Cristal Ballpoint Pens (Blue, Pack of 10)",110
"2024 09",8,112.000000,"LTCA Year Up Noise-Canceling Headphones",130
"2024 09",8,57.120000,"LTCA Year Up Softshell Jacket (Black)",130
"2024 09",8,6.020000,"Duck Brand Duct Tape (Black, 10 Yards)",110
"2024 09",8,28.920000,Blink,125
"2024 09",8,19.360000,"Graph Paper Pads (Letter Size, Pack of 4)",110
"2024 09",8,219.300000,"Physics for Scientists and Engineers",100
"2024 09",8,26.520000,"Wooden Oval Paint Palette",115
"2024 09",8,39.720000,"Liquitex Basics Acrylic Paint Set (48 Tubes)",115
"2024 09",8,57.700000,"LTCA Year Up Lightweight Windbreaker (Gray)",130
"2024 09",8,12.000000,"LTCA Year Up Phone Case (Samsung Galaxy)",130
"2024 09",8,24.280000,"LTCA Year Up Stadium Blanket",130
"2024 09",8,228.770000,"The Basics of Anthropology",100
"2024 09",8,18.000000,"Plaster of Paris (5 lbs)",115
"2024 09",8,6.020000,"Sharpie Fine Point Permanent Markers (Assorted Colors, Pack of 12)",110
"2024 09",8,20.360000,"The Power of Habit",125
"2024 09",8,9.950000,"Westcott Titanium Bonded Scissors (8-inch)",110
"2024 09",8,14.000000,"Play-Doh Modeling Compound (Pack of 10)",115
"2024 09",8,24.280000,"LTCA Year Up Gym Towel",130
"2024 09",8,1301.880000,"HP Pavilion 14",120
"2024 09",8,74.280000,"TOEFL Prep Book 2024",125
"2024 09",8,12.300000,"LTCA Year Up Poster (Motivational Quote)",130
"2024 09",8,1317.700000,"Dell XPS 13",120
